 ,Area,Mean,Min,Max,X,Y
1,0,33,33,33,410.000,1037.667
2,0,33,33,33,408.000,927.000
3,0,33,33,33,406.000,813.667
4,0,33,33,33,401.333,699.667
5,0,33,33,33,550.000,1039.667
6,0,33,33,33,689.333,1039.667
7,0,62,62,62,828.667,1041.000
8,0,33,33,33,966.667,1039.000
9,0,33,33,33,811.667,940.667
10,0,33,33,33,825.333,920.667
11,0,33,33,33,838.000,861.667
12,0,32,32,32,852.667,875.000
13,0,33,33,33,867.667,972.667
14,0,33,33,33,881.000,889.333
15,0,33,33,33,895.667,940.000
16,0,33,33,33,909.333,942.667
17,0,33,33,33,923.333,883.000
18,0,33,33,33,937.000,848.000
19,0,33,33,33,950.667,874.000
20,0,33,33,33,965.667,979.333
21,0,33,33,33,978.333,819.667
22,0,33,33,33,991.000,854.333
23,0,33,33,33,1007.667,909.667
24,0,33,33,33,1020.333,994.667
25,0,33,33,33,1035.333,911.000
26,0,33,33,33,1049.333,959.333
27,0,33,33,33,1063.000,920.667
28,0,33,33,33,1076.333,917.000
29,0,33,33,33,1090.667,854.000
30,0,33,33,33,1104.333,885.000
31,0,33,33,33,1120.000,841.667
32,0,33,33,33,1131.333,965.333
33,0,33,33,33,1146.667,931.000
34,0,33,33,33,1160.333,1007.000
35,0,33,33,33,1175.000,993.667
36,0,33,33,33,1189.000,962.333
37,0,33,33,33,1202.667,957.333
38,0,33,33,33,1216.333,951.333
39,0,33,33,33,1231.000,996.333
40,0,33,33,33,1244.667,917.667
41,0,33,33,33,1258.333,975.333
