 ,Area,Mean,Min,Max,X,Y
1,0,255,255,255,1397.000,702.000
2,0,156,156,156,1397.000,582.000
3,0,0,0,0,1397.000,462.000
4,0,255,255,255,1501.333,371.333
5,0,157,157,157,1502.000,420.000
6,0,255,255,255,1712.000,427.333
7,0,157,157,157,1713.000,463.500
8,0,255,255,255,1924.000,419.000
9,0,157,157,157,1922.500,473.500
10,0,209,209,209,2135.000,402.000
11,0,0,0,0,2134.000,445.000
12,0,0,0,0,1502.000,265.000
13,0,0,0,0,1501.500,330.000
14,0,0,0,0,1712.500,369.500
15,0,0,0,0,1713.000,414.000
16,0,0,0,0,1923.500,348.000
17,0,0,0,0,1924.000,390.000
18,0,0,0,0,2135.000,369.000
19,0,0,0,0,2133.500,422.000
