 ,Label,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,241,997,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.41E+02,9.97E+02,0.00E+00,0.00E+00,0,0,NaN
2,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,238.8,914.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.39E+02,9.15E+02,0.00E+00,0.00E+00,0,0,NaN
3,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,239.5,836.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.40E+02,8.37E+02,0.00E+00,0.00E+00,0,0,NaN
4,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,239.5,759.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.40E+02,7.59E+02,0.00E+00,0.00E+00,0,0,NaN
5,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,238.8,683.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.39E+02,6.84E+02,0.00E+00,0.00E+00,0,0,NaN
6,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,237.5,607.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.38E+02,6.08E+02,0.00E+00,0.00E+00,0,0,NaN
7,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,396.8,996.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.97E+02,9.97E+02,0.00E+00,0.00E+00,0,0,NaN
8,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,552.8,995.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.53E+02,9.95E+02,0.00E+00,0.00E+00,0,0,NaN
9,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,706.8,993.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.07E+02,9.94E+02,0.00E+00,0.00E+00,0,0,NaN
10,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,862.5,991.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.63E+02,9.91E+02,0.00E+00,0.00E+00,0,0,NaN
11,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1016,990.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.02E+03,9.91E+02,0.00E+00,0.00E+00,0,0,NaN
12,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1170,989.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.17E+03,9.90E+02,0.00E+00,0.00E+00,0,0,NaN
13,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1325,989.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.33E+03,9.89E+02,0.00E+00,0.00E+00,0,0,NaN
14,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,424.8,882.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.25E+02,8.83E+02,0.00E+00,0.00E+00,0,0,NaN
15,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,422.8,855.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.23E+02,8.55E+02,0.00E+00,0.00E+00,0,0,NaN
16,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,420.2,827.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.20E+02,8.27E+02,0.00E+00,0.00E+00,0,0,NaN
17,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,451.5,783.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.52E+02,7.83E+02,0.00E+00,0.00E+00,0,0,NaN
18,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,492.8,815.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.93E+02,8.16E+02,0.00E+00,0.00E+00,0,0,NaN
19,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,490.8,751.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.91E+02,7.52E+02,0.00E+00,0.00E+00,0,0,NaN
20,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,566.8,793.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.67E+02,7.94E+02,0.00E+00,0.00E+00,0,0,NaN
21,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,673.5,865.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.74E+02,8.66E+02,0.00E+00,0.00E+00,0,0,NaN
22,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,573.5,703.8,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.74E+02,7.04E+02,0.00E+00,0.00E+00,0,0,NaN
23,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,639.5,615.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.40E+02,6.15E+02,0.00E+00,0.00E+00,0,0,NaN
24,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,670.2,693.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.70E+02,6.93E+02,0.00E+00,0.00E+00,0,0,NaN
25,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,782.2,705.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.82E+02,7.05E+02,0.00E+00,0.00E+00,0,0,NaN
26,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,810.2,574.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.10E+02,5.75E+02,0.00E+00,0.00E+00,0,0,NaN
27,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1064,575.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.06E+03,5.75E+02,0.00E+00,0.00E+00,0,0,NaN
28,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,998.5,503.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,9.99E+02,5.03E+02,0.00E+00,0.00E+00,0,0,NaN
29,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1075,466.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.08E+03,4.67E+02,0.00E+00,0.00E+00,0,0,NaN
30,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1226,456.5,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.23E+03,4.57E+02,0.00E+00,0.00E+00,0,0,NaN
31,Screenshot 2023-02-15 at 2.27.46 PM.png,0.00E+00,1403,425.2,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.40E+03,4.25E+02,0.00E+00,0.00E+00,0,0,NaN
