 ,Label,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
31,206 Gallaugher et al.png,0.00E+00,710.20,164.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.10E+02,1.64E+02,0.00E+00,0.00E+00,0,0,NaN
32,206 Gallaugher et al.png,0.00E+00,772.20,131.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.72E+02,1.32E+02,0.00E+00,0.00E+00,0,0,NaN
33,206 Gallaugher et al.png,0.00E+00,759.50,186.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.60E+02,1.86E+02,0.00E+00,0.00E+00,0,0,NaN
34,206 Gallaugher et al.png,0.00E+00,729.50,215.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.30E+02,2.16E+02,0.00E+00,0.00E+00,0,0,NaN
35,206 Gallaugher et al.png,0.00E+00,748.20,226.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.48E+02,2.27E+02,0.00E+00,0.00E+00,0,0,NaN
36,206 Gallaugher et al.png,0.00E+00,748.80,242.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.49E+02,2.43E+02,0.00E+00,0.00E+00,0,0,NaN
37,206 Gallaugher et al.png,0.00E+00,754.80,256.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.55E+02,2.57E+02,0.00E+00,0.00E+00,0,0,NaN
38,206 Gallaugher et al.png,0.00E+00,785.50,230.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.86E+02,2.31E+02,0.00E+00,0.00E+00,0,0,NaN
39,206 Gallaugher et al.png,0.00E+00,872.20,180.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.72E+02,1.80E+02,0.00E+00,0.00E+00,0,0,NaN
40,206 Gallaugher et al.png,0.00E+00,871.50,92.17,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.72E+02,9.22E+01,0.00E+00,0.00E+00,0,0,NaN
41,206 Gallaugher et al.png,0.00E+00,390.20,457.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.90E+02,4.58E+02,0.00E+00,0.00E+00,0,0,NaN
42,206 Gallaugher et al.png,0.00E+00,396.80,424.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.97E+02,4.25E+02,0.00E+00,0.00E+00,0,0,NaN
43,206 Gallaugher et al.png,0.00E+00,378.80,408.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.79E+02,4.08E+02,0.00E+00,0.00E+00,0,0,NaN
44,206 Gallaugher et al.png,0.00E+00,422.80,399.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.23E+02,4.00E+02,0.00E+00,0.00E+00,0,0,NaN
45,206 Gallaugher et al.png,0.00E+00,440.80,370.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.41E+02,3.70E+02,0.00E+00,0.00E+00,0,0,NaN
46,206 Gallaugher et al.png,0.00E+00,483.50,333.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.84E+02,3.34E+02,0.00E+00,0.00E+00,0,0,NaN
47,206 Gallaugher et al.png,0.00E+00,489.50,333.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.90E+02,3.34E+02,0.00E+00,0.00E+00,0,0,NaN
48,206 Gallaugher et al.png,0.00E+00,478.20,408.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.78E+02,4.09E+02,0.00E+00,0.00E+00,0,0,NaN
49,206 Gallaugher et al.png,0.00E+00,502.20,417.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.02E+02,4.18E+02,0.00E+00,0.00E+00,0,0,NaN
50,206 Gallaugher et al.png,0.00E+00,532.80,384.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.33E+02,3.84E+02,0.00E+00,0.00E+00,0,0,NaN
51,206 Gallaugher et al.png,0.00E+00,540.20,320.80,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.40E+02,3.21E+02,0.00E+00,0.00E+00,0,0,NaN
52,206 Gallaugher et al.png,0.00E+00,587.50,390.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.88E+02,3.90E+02,0.00E+00,0.00E+00,0,0,NaN
53,206 Gallaugher et al.png,0.00E+00,576.20,419.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,5.76E+02,4.20E+02,0.00E+00,0.00E+00,0,0,NaN
54,206 Gallaugher et al.png,0.00E+00,600.20,398.20,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.00E+02,3.98E+02,0.00E+00,0.00E+00,0,0,NaN
55,206 Gallaugher et al.png,0.00E+00,636.50,299.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.37E+02,3.00E+02,0.00E+00,0.00E+00,0,0,NaN
56,206 Gallaugher et al.png,0.00E+00,637.00,319.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.37E+02,3.19E+02,0.00E+00,0.00E+00,0,0,NaN
57,206 Gallaugher et al.png,0.00E+00,624.50,388.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.25E+02,3.88E+02,0.00E+00,0.00E+00,0,0,NaN
58,206 Gallaugher et al.png,0.00E+00,624.50,400.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.25E+02,4.01E+02,0.00E+00,0.00E+00,0,0,NaN
59,206 Gallaugher et al.png,0.00E+00,637.00,426.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.37E+02,4.26E+02,0.00E+00,0.00E+00,0,0,NaN
60,206 Gallaugher et al.png,0.00E+00,668.50,355.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.69E+02,3.56E+02,0.00E+00,0.00E+00,0,0,NaN
61,206 Gallaugher et al.png,0.00E+00,687.00,368.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,6.87E+02,3.68E+02,0.00E+00,0.00E+00,0,0,NaN
62,206 Gallaugher et al.png,0.00E+00,711.00,342.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.11E+02,3.43E+02,0.00E+00,0.00E+00,0,0,NaN
63,206 Gallaugher et al.png,0.00E+00,736.00,284.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.36E+02,2.85E+02,0.00E+00,0.00E+00,0,0,NaN
64,206 Gallaugher et al.png,0.00E+00,736.00,316.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.36E+02,3.17E+02,0.00E+00,0.00E+00,0,0,NaN
65,206 Gallaugher et al.png,0.00E+00,736.00,368.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.36E+02,3.68E+02,0.00E+00,0.00E+00,0,0,NaN
66,206 Gallaugher et al.png,0.00E+00,748.00,393.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.48E+02,3.94E+02,0.00E+00,0.00E+00,0,0,NaN
67,206 Gallaugher et al.png,0.00E+00,810.00,297.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.10E+02,2.97E+02,0.00E+00,0.00E+00,0,0,NaN
68,206 Gallaugher et al.png,0.00E+00,846.50,229.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.47E+02,2.29E+02,0.00E+00,0.00E+00,0,0,NaN
69,206 Gallaugher et al.png,0.00E+00,834.00,347.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.34E+02,3.47E+02,0.00E+00,0.00E+00,0,0,NaN
70,206 Gallaugher et al.png,0.00E+00,871.50,306.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.72E+02,3.06E+02,0.00E+00,0.00E+00,0,0,NaN
