 ,Area,Mean,Min,Max,X,Y
1,0,33,33,33,271.333,1058.333
2,0,33,33,33,271.333,930.333
3,0,33,33,33,270.000,801.667
4,0,33,33,33,268.000,676.333
5,0,33,33,33,385.000,1058.000
6,0,33,33,33,497.500,1059.500
7,0,33,33,33,610.667,1059.000
8,0,33,33,33,722.667,1060.333
9,0,255,255,255,293.500,784.500
10,0,255,255,255,315.000,784.000
11,0,255,255,255,338.000,784.000
12,0,255,255,255,360.000,707.500
13,0,255,255,255,383.500,999.000
14,0,255,255,255,406.500,952.500
15,0,255,255,255,428.667,887.333
16,0,255,255,255,450.667,978.000
17,0,255,255,255,497.000,999.000
18,0,255,255,255,519.667,1000.333
19,0,255,255,255,541.000,843.000
20,0,255,255,255,563.667,843.000
21,0,255,255,255,697.667,888.333
22,0,255,255,255,721.000,953.667
23,0,255,255,255,742.333,783.667
24,0,255,255,255,767.000,954.333
25,0,255,255,255,787.667,887.667
26,0,255,255,255,811.000,784.333
27,0,255,255,255,833.667,843.000
28,0,255,255,255,856.333,888.000
29,0,255,255,255,880.000,888.333
30,0,255,255,255,900.333,784.333
31,0,255,255,255,924.000,784.667
32,0,255,255,255,945.333,707.667
33,0,255,255,255,969.667,887.667
34,0,255,255,255,991.333,784.333
35,0,255,255,255,1013.667,842.333
36,0,255,255,255,1036.000,887.000
37,0,255,255,255,1058.500,887.000
38,0,255,255,255,1081.000,977.500
39,0,255,255,255,1105.500,951.500
40,0,255,255,255,1126.000,783.500
41,0,255,255,255,1148.000,887.000
42,0,255,255,255,1173.000,952.000
