 ,Area,Mean,Min,Max,X,Y
1,0,33,33,33,408.000,1037.667
2,0,33,33,33,405.333,925.667
3,0,33,33,33,408.000,813.667
4,0,32,32,32,404.000,699.667
5,0,33,33,33,548.500,1038.500
6,0,33,33,33,687.500,1040.000
7,0,33,33,33,826.500,1041.000
8,0,255,255,255,421.500,628.500
9,0,255,255,255,434.000,541.500
10,0,255,255,255,450.000,647.500
11,0,255,255,255,462.500,663.000
12,0,255,255,255,475.500,555.500
13,0,255,255,255,490.500,690.500
14,0,255,255,255,519.500,840.500
15,0,255,255,255,532.500,641.500
16,0,255,255,255,545.500,543.000
17,0,255,255,255,561.000,765.500
18,0,255,255,255,575.000,636.500
19,0,255,255,255,587.500,539.500
20,0,255,255,255,602.500,595.000
21,0,255,255,255,630.000,685.000
22,0,255,255,255,657.500,539.000
23,0,255,255,255,671.500,660.000
24,0,255,255,255,403.333,404.000
25,0,255,255,255,616.667,376.000
26,0,255,255,255,644.000,406.000
27,0,255,255,255,700.667,446.000
28,0,255,255,255,713.333,506.667
29,0,255,255,255,726.667,486.667
30,0,255,255,255,742.667,662.667
31,0,255,255,255,756.000,660.000
32,0,255,255,255,782.000,617.333
33,0,255,255,255,768.667,503.333
34,0,255,255,255,796.000,515.333
35,0,255,255,255,837.000,493.667
36,0,255,255,255,880.000,473.667
37,0,255,255,255,850.667,615.667
38,0,255,255,255,866.000,639.000
39,0,255,255,255,894.333,638.333
40,0,255,255,255,936.333,637.000
41,0,255,255,255,950.000,530.667
42,0,255,255,255,810.000,663.500
43,0,255,255,255,826.000,662.000
44,0,255,255,255,909.000,705.500
45,0,255,255,255,978.500,661.500
46,0,255,255,255,922.500,797.500
47,0,255,255,255,992.500,819.000
48,0,255,255,255,1005.500,754.000
49,0,255,255,255,1021.333,913.000
50,0,255,255,255,1035.333,839.667
51,0,255,255,255,1049.333,888.333
52,0,255,255,255,1063.333,821.667
53,0,255,255,255,1076.000,701.667
54,0,255,255,255,1090.667,741.000
55,0,255,255,255,1104.667,816.333
56,0,255,255,255,1118.667,827.667
57,0,255,255,255,1134.667,894.333
58,0,255,255,255,1161.333,880.333
59,0,255,255,255,1174.667,891.000
60,0,255,255,255,1190.000,894.333
61,0,255,255,255,1201.333,754.333
62,0,255,255,255,1215.333,771.667
63,0,188,188,188,1230.000,857.000
64,0,255,255,255,1247.333,865.000
65,0,255,255,255,1258.667,840.333
