 ,Area,Mean,Min,Max,X,Y
1,0,255,255,255,532.667,1619.667
2,0,36,36,36,532.750,1591.250
3,0,36,36,36,532.750,1562.750
4,0,36,36,36,532.750,1535.000
5,0,36,36,36,532.500,1450.500
6,0,36,36,36,532.750,1422.750
7,0,36,36,36,532.750,1394.750
8,0,36,36,36,532.750,1366.500
9,0,36,36,36,532.500,1282.750
10,0,36,36,36,532.250,1254.750
11,0,36,36,36,532.500,1226.750
12,0,36,36,36,532.750,1198.500
13,0,36,36,36,532.500,1114.750
14,0,36,36,36,532.500,1086.750
15,0,36,36,36,533.000,1058.750
16,0,36,36,36,533.250,1030.500
17,0,36,36,36,532.250,946.750
18,0,36,36,36,532.500,918.750
19,0,36,36,36,532.750,890.500
20,0,36,36,36,532.250,862.750
21,0,36,36,36,532.500,778.500
22,0,36,36,36,532.250,750.750
23,0,36,36,36,532.500,722.750
24,0,36,36,36,532.750,694.500
25,0,36,36,36,532.250,610.750
26,0,36,36,36,532.500,582.750
27,0,36,36,36,532.750,554.750
28,0,36,36,36,532.750,526.750
29,0,36,36,36,532.500,442.500
30,0,36,36,36,533.000,414.500
31,0,36,36,36,532.500,386.750
32,0,36,36,36,532.500,358.500
33,0,36,36,36,532.250,274.500
34,0,36,36,36,532.500,246.500
35,0,36,36,36,532.500,218.750
36,0,36,36,36,532.750,190.500
37,0,36,36,36,575.500,1618.750
38,0,36,36,36,618.500,1618.750
39,0,36,36,36,661.500,1618.250
40,0,255,255,255,705.000,1619.333
41,0,77,77,77,631.667,122.000
42,0,36,36,36,764.000,140.250
43,0,36,36,36,705.375,302.125
44,0,36,36,36,706.000,302.250
45,0,36,36,36,611.500,456.625
46,0,36,36,36,769.500,464.125
47,0,36,36,36,711.500,612.667
48,0,36,36,36,711.250,612.312
49,0,40,40,40,784.667,784.917
50,0,36,36,36,785.333,785.083
51,0,36,36,36,725.667,957.833
52,0,36,36,36,785.500,961.833
53,0,37,37,37,582.000,1141.500
54,0,36,36,36,726.500,1144.000
55,0,36,36,36,602.375,1290.500
56,0,36,36,36,692.500,1294.833
57,0,36,36,36,619.750,1464.000
58,0,37,37,37,703.667,1471.500
