 ,Area,Mean,Min,Max,X,Y
1,0,33,33,33,408.500,1037.500
2,0,33,33,33,407.000,924.500
3,0,33,33,33,408.000,813.500
4,0,33,33,33,408.000,700.000
5,0,33,33,33,549.000,1038.500
6,0,33,33,33,689.000,1040.500
7,0,33,33,33,827.000,1041.667
8,0,33,33,33,967.000,1037.667
9,0,33,33,33,698.000,330.500
10,0,33,33,33,713.500,382.500
11,0,33,33,33,725.500,316.500
12,0,33,33,33,741.000,529.000
13,0,33,33,33,754.500,548.000
14,0,33,33,33,767.500,375.000
15,0,33,33,33,783.000,516.500
16,0,33,33,33,794.500,411.500
17,0,33,33,33,811.000,566.000
18,0,33,33,33,824.500,546.500
19,0,33,33,33,836.000,302.500
20,0,32,32,32,852.000,443.500
21,0,33,33,33,880.000,322.500
22,0,33,33,33,866.500,571.500
23,0,33,33,33,892.500,538.500
24,0,33,33,33,907.500,600.500
25,0,33,33,33,922.000,631.500
26,0,33,33,33,935.333,441.000
27,0,33,33,33,949.333,367.667
28,0,33,33,33,976.667,430.333
29,0,33,33,33,989.333,619.667
30,0,33,33,33,1004.667,617.000
31,0,33,33,33,964.667,825.000
32,0,33,33,33,1034.667,701.000
33,0,33,33,33,1020.667,873.000
34,0,33,33,33,1048.000,803.000
35,0,33,33,33,1061.333,687.667
36,0,33,33,33,1076.000,573.667
37,0,33,33,33,1089.333,529.667
38,0,33,33,33,1104.000,648.333
39,0,33,33,33,1117.333,603.667
40,0,33,33,33,1134.000,810.333
41,0,33,33,33,1162.667,845.000
42,0,33,33,33,1175.333,833.000
43,0,33,33,33,1190.667,807.000
44,0,33,33,33,1145.333,715.667
45,0,33,33,33,1203.333,657.000
46,0,33,33,33,1215.333,658.333
47,0,33,33,33,1245.333,733.000
48,0,33,33,33,1229.333,805.000
49,0,33,33,33,1259.333,774.333
