 ,Label,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,201_booth_ch2_ttf.png,0.000E0,1.792E2,5.282E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,1.792E2,5.282E2,0.000E0,0.000E0,0.000,0.000,NaN
2,201_booth_ch2_ttf.png,0.000E0,2.818E2,5.292E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,2.818E2,5.292E2,0.000E0,0.000E0,0.000,0.000,NaN
3,201_booth_ch2_ttf.png,0.000E0,3.832E2,5.292E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,3.832E2,5.292E2,0.000E0,0.000E0,0.000,0.000,NaN
4,201_booth_ch2_ttf.png,0.000E0,4.842E2,5.302E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,4.842E2,5.302E2,0.000E0,0.000E0,0.000,0.000,NaN
5,201_booth_ch2_ttf.png,0.000E0,5.832E2,5.305E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,5.832E2,5.305E2,0.000E0,0.000E0,0.000,0.000,NaN
6,201_booth_ch2_ttf.png,0.000E0,1.792E2,3.932E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,1.792E2,3.932E2,0.000E0,0.000E0,0.000,0.000,NaN
7,201_booth_ch2_ttf.png,0.000E0,1.805E2,2.582E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,1.805E2,2.582E2,0.000E0,0.000E0,0.000,0.000,NaN
8,201_booth_ch2_ttf.png,0.000E0,1.808E2,1.228E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,1.808E2,1.228E2,0.000E0,0.000E0,0.000,0.000,NaN
9,201_booth_ch2_ttf.png,0.000E0,2.240E2,2.395E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,2.240E2,2.395E2,0.000E0,0.000E0,0.000,0.000,NaN
10,201_booth_ch2_ttf.png,0.000E0,2.225E2,2.505E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,2.225E2,2.505E2,0.000E0,0.000E0,0.000,0.000,NaN
