 ,Area,Mean,Min,Max,X,Y
1,0,255,255,255,230.500,620.000
2,0,19,19,19,230.000,524.500
3,0,19,19,19,230.500,430.500
4,0,18,18,18,230.500,336.500
5,0,18,18,18,345.333,293.667
6,0,18,18,18,458.667,254.333
7,0,18,18,18,572.667,254.333
8,0,18,18,18,687.000,294.667
9,0,255,255,255,928.333,624.333
10,0,255,255,255,928.333,530.333
11,0,18,18,18,927.000,435.000
12,0,255,255,255,928.333,340.333
13,0,255,255,255,928.333,246.333
14,0,18,18,18,1041.667,267.667
15,0,18,18,18,1155.667,123.000
16,0,18,18,18,1268.500,276.000
17,0,18,18,18,1382.000,310.333
