 ,Area,Mean,Min,Max,X,Y
1,0,255,255,255,229.333,768.333
2,0,33,33,33,229.333,657.000
3,0,33,33,33,230.667,541.667
4,0,33,33,33,230.000,430.333
5,0,255,255,255,231.333,320.333
6,0,33,33,33,291.000,315.000
7,0,33,33,33,290.500,198.000
8,0,33,33,33,341.500,424.000
9,0,33,33,33,340.500,373.000
10,0,33,33,33,443.333,608.333
11,0,33,33,33,442.000,579.000
12,0,33,33,33,493.333,646.333
13,0,33,33,33,492.667,621.667
14,0,33,33,33,594.667,510.333
15,0,33,33,33,594.667,450.000
16,0,33,33,33,644.667,564.333
17,0,33,33,33,645.333,527.667
18,0,33,33,33,770.333,250.333
19,0,33,33,33,769.333,163.000
20,0,33,33,33,820.667,277.000
21,0,33,33,33,820.333,200.333
22,0,33,33,33,921.667,679.667
23,0,33,33,33,921.000,669.000
24,0,33,33,33,972.667,676.333
25,0,33,33,33,972.667,656.667
26,0,33,33,33,1071.000,663.000
27,0,33,33,33,1070.000,652.333
28,0,33,33,33,1120.667,642.333
29,0,33,33,33,1120.667,608.667
30,0,33,33,33,1245.667,480.667
31,0,33,33,33,1245.333,460.667
32,0,33,33,33,1397.333,526.667
33,0,33,33,33,1397.333,490.000
34,0,33,33,33,1448.500,701.000
35,0,33,33,33,1448.000,687.250
36,0,33,33,33,1550.000,299.667
37,0,33,33,33,1548.667,228.000
