 ,Area,Mean,Min,Max,X,Y
1,0,21,21,21,568,563
2,0,21,21,21,564,415
3,0,21,21,21,569,265
4,0,21,21,21,565,115
5,0,223,223,223,1046,455
6,0,223,223,223,1045,438
7,0,223,223,223,1046,423
8,0,223,223,223,1046,376
9,0,223,223,223,1045,145
10,0,223,223,223,1046,126
11,0,223,223,223,1514,487
12,0,223,223,223,1513,477
13,0,223,223,223,1514,440
14,0,223,223,223,1514,212
15,0,223,223,223,1514,176
16,0,223,223,223,1514,105
