 ,Area,Mean,Min,Max,X,Y
1,0,157,157,157,504.000,318.000
2,0,115,115,115,503.000,206.000
3,0,0,0,0,503.000,95.000
4,0,0,0,0,540.000,1284.000
5,0,157,157,157,719.000,1283.000
6,0,255,255,255,899.000,1284.000
7,0,0,0,0,767.000,160.000
8,0,255,255,255,890.000,243.000
9,0,0,0,0,970.000,975.000
10,0,0,0,0,1152.000,975.000
11,0,255,255,255,1335.000,975.000
12,0,0,0,0,1199.667,213.333
13,0,255,255,255,1260.333,198.667
14,0,0,0,0,1137.667,173.333
15,0,0,0,0,771.333,573.667
16,0,255,255,255,770.000,608.333
17,0,0,0,0,1204.000,601.000
18,0,255,255,255,1203.000,621.000
19,0,0,0,0,1142.000,553.000
20,0,255,255,255,768.000,867.333
21,0,255,255,255,829.333,919.333
22,0,0,0,0,768.000,929.000
23,0,0,0,0,1325.000,890.000
24,0,255,255,255,1201.000,841.000
25,0,255,255,255,1140.000,781.000
26,0,255,255,255,766.000,1216.000
27,0,255,255,255,766.000,1218.500
28,0,0,0,0,767.000,1193.500
