 ,Area,Mean,Min,Max,X,Y
1,0,33,33,33,300.667,467.333
2,0,33,33,33,299.333,380.000
3,0,33,33,33,298.000,292.000
4,0,33,33,33,300.667,203.333
5,0,33,33,33,300.000,115.333
6,0,33,33,33,381.000,311.000
7,0,33,33,33,463.000,381.000
8,0,33,33,33,542.000,355.000
9,0,33,33,33,622.000,344.000
10,0,33,33,33,706.000,377.000
11,0,33,33,33,787.000,331.000
12,0,33,33,33,382.000,303.000
13,0,33,33,33,465.000,349.000
14,0,33,33,33,543.000,340.000
15,0,33,33,33,625.000,304.000
16,0,33,33,33,706.000,372.000
17,0,33,33,33,790.000,300.000
18,0,33,33,33,871.000,326.000
19,0,33,33,33,382.000,285.000
20,0,33,33,33,465.000,322.000
21,0,33,33,33,545.000,212.000
22,0,33,33,33,626.000,250.000
23,0,33,33,33,707.000,323.000
24,0,33,33,33,790.000,257.000
25,0,33,33,33,872.000,260.000
26,0,33,33,33,952.000,365.000
27,0,33,33,33,1031.000,359.000
28,0,33,33,33,1115.000,377.000
29,0,33,33,33,381.000,225.000
30,0,33,33,33,465.000,268.000
31,0,83,83,83,544.000,253.000
32,0,33,33,33,623.000,297.000
33,0,34,34,34,710.000,404.000
34,0,33,33,33,789.000,189.000
35,0,33,33,33,871.000,280.000
36,0,33,33,33,542.000,218.000
37,0,33,33,33,628.000,290.000
38,0,33,33,33,709.000,290.000
39,0,33,33,33,951.000,357.000
40,0,33,33,33,1034.000,353.000
41,0,33,33,33,1115.000,337.000
42,0,33,33,33,302.000,980.000
43,0,33,33,33,301.500,894.000
44,0,33,33,33,300.000,805.000
45,0,33,33,33,301.000,718.000
46,0,33,33,33,300.500,629.500
47,0,33,33,33,302.000,541.000
48,0,33,33,33,385.000,911.000
49,0,33,33,33,466.000,924.000
50,0,33,33,33,543.000,906.000
51,0,33,33,33,626.000,868.000
52,0,33,33,33,708.000,735.000
53,0,33,33,33,786.000,902.000
54,0,33,33,33,871.000,919.000
55,0,33,33,33,953.000,947.000
56,0,33,33,33,1033.000,933.000
57,0,33,33,33,1115.000,936.000
58,0,33,33,33,385.000,830.000
59,0,33,33,33,465.000,868.000
60,0,33,33,33,545.000,828.000
61,0,33,33,33,626.000,841.000
62,0,33,33,33,707.000,876.000
63,0,33,33,33,789.000,750.000
64,0,33,33,33,871.000,848.000
65,0,33,33,33,951.000,857.000
66,0,142,142,142,1032.000,838.000
67,0,32,32,32,1115.000,858.000
68,0,33,33,33,381.000,737.000
69,0,33,33,33,464.000,759.000
70,0,33,33,33,545.000,735.000
71,0,33,33,33,621.000,686.000
72,0,33,33,33,705.000,677.000
73,0,33,33,33,785.000,672.000
74,0,33,33,33,870.000,705.000
75,0,33,33,33,949.000,789.000
76,0,33,33,33,1032.000,736.000
77,0,33,33,33,1113.000,722.000
78,0,33,33,33,384.000,752.000
79,0,33,33,33,468.000,736.000
80,0,33,33,33,550.000,749.000
81,0,33,33,33,626.000,581.000
82,0,33,33,33,707.000,611.000
83,0,33,33,33,790.000,665.000
84,0,33,33,33,870.000,574.000
85,0,33,33,33,954.000,711.000
86,0,33,33,33,1032.000,643.000
87,0,33,33,33,1114.000,781.000
88,0,33,33,33,390.000,717.000
89,0,33,33,33,465.000,729.000
90,0,33,33,33,543.000,563.000
91,0,32,32,32,625.000,743.000
92,0,33,33,33,707.000,798.000
93,0,33,33,33,788.000,644.000
94,0,33,33,33,872.000,824.000
95,0,33,33,33,951.000,852.000
96,0,33,33,33,1031.000,632.000
97,0,33,33,33,1114.000,825.000
98,0,33,33,33,300.000,1491.000
99,0,32,32,32,299.500,1402.000
100,0,33,33,33,298.000,1314.000
101,0,33,33,33,297.000,1225.500
102,0,33,33,33,297.500,1138.000
103,0,33,33,33,298.000,1052.000
104,0,33,33,33,383.500,1447.500
105,0,32,32,32,465.333,1479.667
106,0,33,33,33,543.333,1388.333
107,0,33,33,33,626.667,1431.000
108,0,33,33,33,785.000,1344.000
109,0,33,33,33,869.000,1474.000
110,0,33,33,33,951.000,1479.000
111,0,33,33,33,1030.000,1475.000
112,0,33,33,33,1113.000,1467.000
113,0,33,33,33,381.000,1399.000
114,0,32,32,32,465.000,1399.000
115,0,33,33,33,545.000,1450.000
116,0,33,33,33,622.000,1418.000
117,0,33,33,33,786.000,1391.000
118,0,33,33,33,871.000,1448.000
119,0,33,33,33,1028.000,1435.000
120,0,33,33,33,1111.000,1433.000
121,0,33,33,33,381.000,1240.000
122,0,33,33,33,465.000,1390.000
123,0,33,33,33,539.000,1396.000
124,0,33,33,33,624.000,1343.000
125,0,33,33,33,790.000,1305.000
126,0,33,33,33,868.000,1252.000
127,0,33,33,33,953.000,1356.000
128,0,33,33,33,463.000,1333.000
129,0,33,33,33,543.000,1321.000
130,0,33,33,33,622.000,1303.000
131,0,33,33,33,790.000,1171.000
132,0,33,33,33,870.000,1343.000
133,0,33,33,33,954.000,1386.000
134,0,33,33,33,1033.000,1370.000
135,0,33,33,33,1114.000,1377.000
