 ,Area,Mean,Min,Max,X,Y
1,0,106,106,106,909.000,202.000
2,0,106,106,106,974.500,201.500
3,0,106,106,106,1057.000,178.500
4,0,106,106,106,1057.000,233.000
5,0,106,106,106,1072.000,233.000
6,0,25,25,25,1063.000,279.500
7,0,106,106,106,1082.500,276.000
8,0,106,106,106,1108.500,253.500
9,0,106,106,106,1123.500,265.500
10,0,106,106,106,1143.500,270.500
11,0,106,106,106,1134.000,290.500
12,0,106,106,106,1031.500,361.500
13,0,106,106,106,1051.333,342.167
14,0,53,53,53,1066.167,359.333
15,0,106,106,106,1076.500,362.000
16,0,106,106,106,1092.667,362.000
17,0,106,106,106,1102.833,353.167
18,0,106,106,106,1118.167,356.000
19,0,106,106,106,1143.750,319.750
20,0,106,106,106,1163.750,330.250
