 ,Area,Mean,Min,Max,X,Y
1,0,255,255,255,1186.667,689.333
2,0,255,255,255,1185.333,581.333
3,0,0,0,0,1186.667,476.000
4,0,0,0,0,1187.667,370.333
5,0,0,0,0,1188.333,261.667
6,0,0,0,0,1313.500,265.000
7,0,0,0,0,1313.000,257.000
8,0,0,0,0,1364.000,294.500
9,0,0,0,0,1364.500,286.000
