 ,Label,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,Brett-TTF.png,0.000E0,6.417E1,1.124E3,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,6.417E1,1.124E3,0.000E0,0.000E0,0.000,0.000,NaN
2,Brett-TTF.png,0.000E0,6.650E1,8.675E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,6.650E1,8.675E2,0.000E0,0.000E0,0.000,0.000,NaN
3,Brett-TTF.png,0.000E0,6.850E1,7.585E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,6.850E1,7.585E2,0.000E0,0.000E0,0.000,0.000,NaN
4,Brett-TTF.png,0.000E0,7.350E1,5.055E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,7.350E1,5.055E2,0.000E0,0.000E0,0.000,0.000,NaN
5,Brett-TTF.png,0.000E0,7.550E1,3.965E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,7.550E1,3.965E2,0.000E0,0.000E0,0.000,0.000,NaN
6,Brett-TTF.png,0.000E0,8.050E1,1.435E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,8.050E1,1.435E2,0.000E0,0.000E0,0.000,0.000,NaN
7,Brett-TTF.png,0.000E0,8.150E1,2.550E1,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,8.150E1,2.550E1,0.000E0,0.000E0,0.000,0.000,NaN
8,Brett-TTF.png,0.000E0,2.345E2,1.126E3,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,2.345E2,1.126E3,0.000E0,0.000E0,0.000,0.000,NaN
9,Brett-TTF.png,0.000E0,5.115E2,1.130E3,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,5.115E2,1.130E3,0.000E0,0.000E0,0.000,0.000,NaN
10,Brett-TTF.png,0.000E0,7.875E2,1.133E3,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,7.875E2,1.133E3,0.000E0,0.000E0,0.000,0.000,NaN
11,Brett-TTF.png,0.000E0,5.138E2,8.555E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,5.138E2,8.555E2,0.000E0,0.000E0,0.000,0.000,NaN
12,Brett-TTF.png,0.000E0,4.088E2,5.898E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,4.088E2,5.898E2,0.000E0,0.000E0,0.000,0.000,NaN
13,Brett-TTF.png,0.000E0,2.995E2,4.265E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,2.995E2,4.265E2,0.000E0,0.000E0,0.000,0.000,NaN
14,Brett-TTF.png,0.000E0,1.905E2,2.165E2,0.000E0,1.128E0,1.128E0,0.000E0,0.000,0.000E0,1.905E2,2.165E2,0.000E0,0.000E0,0.000,0.000,NaN
