 ,Label,Area,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,201_booth_ch4.png,0.00E+00,184.00,843.00,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.84E+02,8.43E+02,0.00E+00,0.00E+00,0,0,NaN
2,201_booth_ch4.png,0.00E+00,186.50,795.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.87E+02,7.96E+02,0.00E+00,0.00E+00,0,0,NaN
3,201_booth_ch4.png,0.00E+00,185.50,748.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.86E+02,7.49E+02,0.00E+00,0.00E+00,0,0,NaN
4,201_booth_ch4.png,0.00E+00,183.50,701.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.84E+02,7.02E+02,0.00E+00,0.00E+00,0,0,NaN
5,201_booth_ch4.png,0.00E+00,184.50,652.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.85E+02,6.53E+02,0.00E+00,0.00E+00,0,0,NaN
6,201_booth_ch4.png,0.00E+00,184.50,605.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,1.85E+02,6.06E+02,0.00E+00,0.00E+00,0,0,NaN
7,201_booth_ch4.png,0.00E+00,216.50,597.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.17E+02,5.98E+02,0.00E+00,0.00E+00,0,0,NaN
8,201_booth_ch4.png,0.00E+00,352.50,569.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.53E+02,5.70E+02,0.00E+00,0.00E+00,0,0,NaN
9,201_booth_ch4.png,0.00E+00,488.50,548.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.89E+02,5.49E+02,0.00E+00,0.00E+00,0,0,NaN
10,201_booth_ch4.png,0.00E+00,759.50,574.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.60E+02,5.75E+02,0.00E+00,0.00E+00,0,0,NaN
11,201_booth_ch4.png,0.00E+00,899.50,698.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,9.00E+02,6.99E+02,0.00E+00,0.00E+00,0,0,NaN
12,201_booth_ch4.png,0.00E+00,215.50,630.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,2.16E+02,6.31E+02,0.00E+00,0.00E+00,0,0,NaN
13,201_booth_ch4.png,0.00E+00,351.50,585.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,3.52E+02,5.86E+02,0.00E+00,0.00E+00,0,0,NaN
14,201_booth_ch4.png,0.00E+00,488.50,575.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,4.89E+02,5.76E+02,0.00E+00,0.00E+00,0,0,NaN
15,201_booth_ch4.png,0.00E+00,758.50,627.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,7.59E+02,6.28E+02,0.00E+00,0.00E+00,0,0,NaN
16,201_booth_ch4.png,0.00E+00,895.50,746.50,0.00E+00,1.13E+00,1.13E+00,0.00E+00,0,0.00E+00,8.96E+02,7.47E+02,0.00E+00,0.00E+00,0,0,NaN
