 ,Area,Mean,Min,Max,X,Y
1,0,27,27,27,730.000,425.500
2,0,25,25,25,786.500,433.500
3,0,31,31,31,812.000,382.000
4,0,30,30,30,719.500,316.000
5,0,44,44,44,735.000,276.000
6,0,33,33,33,939.000,293.000
7,0,31,31,31,995.000,342.000
8,0,29,29,29,1011.167,190.500
9,0,43,43,43,1092.250,252.833
10,0,43,43,43,827.167,253.167
11,0,25,25,25,1174.833,408.500
12,0,36,36,36,1210.167,307.833
13,0,28,28,28,1204.833,359.167
14,0,30,30,30,1225.500,379.167
15,0,25,25,25,1276.833,481.833
16,0,43,43,43,1271.062,208.062
